,game1,game2,home_x,away_x,away_win
23347,80962,82499,-6.0,-3.0,0.0
23348,80963,81825,3.0,1.0,1.0
23349,80965,81695,-14.0,-3.0,0.0
23350,80966,81941,20.0,-15.0,0.0
23351,80967,82056,-16.0,5.0,1.0
23352,80968,81953,2.0,-13.0,0.0
23353,80969,81863,-16.0,-4.0,0.0
23354,80970,81658,5.0,-16.0,0.0
23355,80971,82149,18.0,10.0,1.0
23356,80972,82505,5.0,-13.0,0.0
23357,80973,82707,-1.0,19.0,1.0
23358,80974,82102,8.0,-4.0,0.0
23359,80975,82033,6.0,5.0,1.0
23360,80980,82264,2.0,-7.0,0.0
23361,80981,82483,-7.0,4.0,1.0
23362,80982,82415,-8.0,3.0,1.0
23363,80983,82556,-1.0,-32.0,0.0
23364,80984,82462,20.0,-9.0,0.0
23365,80986,82212,24.0,33.0,1.0
23366,80988,83019,40.0,5.0,1.0
23367,80991,82882,39.0,2.0,1.0
23368,80992,82460,11.0,3.0,1.0
23369,80995,81608,7.0,-22.0,0.0
23370,80996,82255,-18.0,12.0,1.0
23371,80997,82221,6.0,11.0,1.0
23372,80998,82539,-1.0,-5.0,0.0
23373,80999,82236,8.0,-2.0,0.0
23374,81000,81915,11.0,5.0,1.0
23375,81001,82366,-6.0,-24.0,0.0
23376,81002,82475,-8.0,-23.0,0.0
23377,81005,82551,-2.0,-13.0,0.0
23378,81006,82385,-3.0,-4.0,0.0
23379,81007,82389,43.0,8.0,1.0
23380,81011,82356,27.0,-5.0,0.0
23381,81013,81643,10.0,-2.0,0.0
23382,81015,82403,-12.0,-10.0,0.0
23383,81016,82867,4.0,-13.0,0.0
23384,81018,82803,7.0,-7.0,0.0
23385,81022,81943,6.0,26.0,1.0
23386,81023,82426,7.0,18.0,1.0
23387,81024,81502,28.0,-2.0,0.0
23388,81026,82435,-12.0,-17.0,0.0
23389,81027,82570,25.0,25.0,1.0
23390,81028,82268,4.0,7.0,1.0
23391,81030,82576,-1.0,3.0,1.0
23392,81031,82254,-4.0,2.0,1.0
23393,81033,82458,-8.0,-6.0,0.0
23394,81036,82806,15.0,-14.0,0.0
23395,81037,82468,18.0,24.0,1.0
23396,81038,82479,11.0,-12.0,0.0
23397,81039,82599,1.0,-4.0,0.0
23398,81040,82283,39.0,10.0,1.0
23399,81041,82418,34.0,-6.0,0.0
23400,81043,81412,11.0,9.0,1.0
23401,81044,82081,4.0,-19.0,0.0
23402,81045,82344,-16.0,-21.0,0.0
23403,81046,82455,1.0,-10.0,0.0
23404,81048,82413,9.0,-7.0,0.0
23405,81049,81400,-8.0,2.0,1.0
23406,81050,82508,22.0,-9.0,0.0
23407,81051,82387,-6.0,-5.0,0.0
23408,81052,82362,1.0,-14.0,0.0
23409,81053,81617,10.0,-3.0,0.0
23410,81054,82703,-8.0,5.0,1.0
23411,81055,82055,3.0,-7.0,0.0
23412,81056,81421,17.0,-6.0,0.0
23413,81057,82299,6.0,-8.0,0.0
23414,81058,82930,-21.0,-17.0,0.0
23415,81059,82092,-5.0,-13.0,0.0
23416,81061,81582,9.0,22.0,1.0
23417,81064,82466,-6.0,3.0,1.0
23418,81065,82431,-10.0,2.0,1.0
23419,81066,82417,-2.0,-9.0,0.0
23420,81067,82338,-7.0,11.0,1.0
23421,81068,82419,24.0,12.0,1.0
23422,81069,82498,-2.0,-3.0,0.0
23423,81071,82201,-12.0,-3.0,0.0
23424,81072,82434,10.0,10.0,1.0
23425,81073,82361,12.0,-9.0,0.0
23426,81074,82822,-9.0,-6.0,0.0
23427,81075,82444,32.0,30.0,1.0
23428,81076,82639,16.0,-12.0,0.0
23429,81077,82445,15.0,13.0,1.0
23430,81078,81404,9.0,-14.0,0.0
23431,81080,82448,-9.0,9.0,1.0
23432,81081,82536,3.0,-3.0,0.0
23433,81082,82274,14.0,18.0,1.0
23434,81083,81824,2.0,-13.0,0.0
23435,81084,82457,-8.0,-26.0,0.0
23436,81085,81661,11.0,-5.0,0.0
23437,81086,82312,8.0,-8.0,0.0
23438,81087,82321,-6.0,-3.0,0.0
23439,81088,82158,-5.0,-7.0,0.0
23440,81089,82766,-14.0,-25.0,0.0
23441,81090,82470,-3.0,-3.0,0.0
23442,81092,82474,-33.0,-50.0,0.0
23443,81093,82238,-15.0,-10.0,0.0
23444,81095,82477,34.0,29.0,1.0
23445,81096,82478,7.0,-5.0,0.0
23446,81097,81630,33.0,37.0,1.0
23447,81099,81522,-2.0,12.0,1.0
23448,81100,82486,22.0,-6.0,0.0
23449,81101,82217,13.0,21.0,1.0
23450,81102,82335,-3.0,-18.0,0.0
23451,81103,82336,7.0,-20.0,0.0
23452,81104,82309,4.0,-7.0,0.0
23453,81109,81564,32.0,9.0,1.0
23454,81111,82473,-2.0,-14.0,0.0
23455,81112,82318,14.0,-17.0,0.0
23456,81113,81735,30.0,2.0,1.0
23457,81114,81663,-8.0,-4.0,0.0
23458,81116,82500,10.0,-8.0,0.0
23459,81117,82667,-26.0,-23.0,0.0
23460,81120,82296,11.0,-10.0,0.0
23461,81121,82288,9.0,11.0,1.0
23462,81123,82670,-2.0,-14.0,0.0
23463,81124,82807,9.0,-6.0,0.0
23464,81126,81973,-9.0,-20.0,0.0
23465,81127,82369,-8.0,-5.0,0.0
23466,81128,81751,-13.0,-3.0,0.0
23467,81129,81733,-7.0,1.0,1.0
23468,81131,82681,-19.0,-11.0,0.0
23469,81132,82235,7.0,20.0,1.0
23470,81133,82062,36.0,4.0,1.0
23471,81134,82377,20.0,23.0,1.0
23472,81135,82237,5.0,6.0,1.0
23473,81136,81579,-17.0,2.0,1.0
23474,81137,81770,4.0,-8.0,0.0
23475,81138,81560,-31.0,1.0,1.0
23476,81139,82220,6.0,-17.0,0.0
23477,81140,82144,-13.0,5.0,1.0
23478,81141,82070,27.0,9.0,1.0
23479,81142,82817,1.0,-15.0,0.0
23480,81143,82240,17.0,8.0,1.0
23481,81144,82252,-5.0,2.0,1.0
23482,81145,82242,14.0,11.0,1.0
23483,81146,81674,3.0,8.0,1.0
23484,81147,82382,19.0,-10.0,0.0
23485,81148,81555,5.0,-13.0,0.0
23486,81149,82273,3.0,-9.0,0.0
23487,81150,82396,-14.0,-5.0,0.0
23488,81151,82397,11.0,8.0,1.0
23489,81152,81745,8.0,-6.0,0.0
23490,81153,82784,14.0,3.0,1.0
23491,81154,82879,1.0,-6.0,0.0
23492,81157,82251,-10.0,-23.0,0.0
23493,81158,82647,11.0,-15.0,0.0
23494,81160,81797,21.0,-16.0,0.0
23495,81161,82406,16.0,-9.0,0.0
23496,81162,81984,-8.0,-8.0,0.0
23497,81164,82302,-6.0,-16.0,0.0
23498,81165,82562,4.0,10.0,1.0
23499,81166,82258,25.0,-12.0,0.0
23500,81167,82507,16.0,-30.0,0.0
23501,81168,82531,19.0,-2.0,0.0
23502,81170,82306,-6.0,-13.0,0.0
23503,81171,82037,7.0,-8.0,0.0
23504,81172,81785,15.0,-30.0,0.0
23505,81174,82819,-5.0,-9.0,0.0
23506,81175,81492,-21.0,-26.0,0.0
23507,81176,82310,20.0,3.0,1.0
23508,81177,82421,15.0,2.0,1.0
23509,81178,82794,-21.0,3.0,1.0
23510,81179,82423,21.0,9.0,1.0
23511,81181,81787,12.0,-11.0,0.0
23512,81182,82200,1.0,9.0,1.0
23513,81184,81686,-3.0,-9.0,0.0
23514,81186,82727,2.0,10.0,1.0
23515,81188,81996,3.0,-5.0,0.0
23516,81190,82147,27.0,-4.0,0.0
23517,81192,82154,-12.0,4.0,1.0
23518,81193,82441,13.0,1.0,1.0
23519,81194,82843,-51.0,-32.0,0.0
23520,81196,82267,19.0,20.0,1.0
23521,81198,82316,10.0,9.0,1.0
23522,81200,81931,16.0,-5.0,0.0
23523,81201,82450,-2.0,-16.0,0.0
23524,81203,82407,2.0,-14.0,0.0
23525,81208,82185,1.0,-1.0,0.0
23526,81209,82506,-14.0,-15.0,0.0
23527,81210,82754,2.0,8.0,1.0
23528,81211,82319,-4.0,-5.0,0.0
23529,81212,82320,-10.0,-13.0,0.0
23530,81213,81618,-1.0,9.0,1.0
23531,81214,82440,7.0,-17.0,0.0
23532,81215,82409,14.0,-21.0,0.0
23533,81217,81957,4.0,11.0,1.0
23534,81218,82322,-13.0,-4.0,0.0
23535,81219,82289,11.0,-3.0,0.0
23536,81222,82159,-20.0,-17.0,0.0
23537,81223,82241,20.0,-8.0,0.0
23538,81226,82324,-3.0,-14.0,0.0
23539,81227,82284,24.0,13.0,1.0
23540,81228,82471,9.0,7.0,1.0
23541,81229,83081,-12.0,-17.0,0.0
23542,81230,82327,7.0,1.0,1.0
23543,81231,82548,19.0,25.0,1.0
23544,81232,82580,5.0,-3.0,0.0
23545,81233,82337,9.0,-18.0,0.0
23546,81234,82019,17.0,-19.0,0.0
23547,81238,82326,9.0,-18.0,0.0
23548,81239,82331,-15.0,-5.0,0.0
23549,81241,82520,-13.0,-21.0,0.0
23550,81242,82211,-1.0,-9.0,0.0
23551,81244,82210,6.0,-7.0,0.0
23552,81245,81908,-9.0,11.0,1.0
23553,81247,82620,-4.0,-6.0,0.0
23554,81248,81588,12.0,5.0,1.0
23555,81249,82836,-7.0,3.0,1.0
23556,81250,82333,13.0,2.0,1.0
23557,81251,82485,-1.0,-7.0,0.0
23558,81252,82484,3.0,-14.0,0.0
23559,81254,82047,-17.0,-16.0,0.0
23560,81255,82454,6.0,-15.0,0.0
23561,81256,82064,18.0,-3.0,0.0
23562,81257,81669,-3.0,-3.0,0.0
23563,81258,82688,-7.0,-6.0,0.0
23564,81260,82493,-31.0,-19.0,0.0
23565,81261,82349,2.0,-17.0,0.0
23566,81263,82672,-2.0,5.0,1.0
23567,81265,82044,1.0,-25.0,0.0
23568,81266,82300,12.0,-16.0,0.0
23569,81267,82821,24.0,9.0,1.0
23570,81268,82352,3.0,-12.0,0.0
23571,81269,82494,12.0,-20.0,0.0
23572,81270,82741,-1.0,-3.0,0.0
23573,81271,82504,30.0,11.0,1.0
23574,81273,82567,9.0,-3.0,0.0
23575,81274,82433,8.0,-8.0,0.0
23576,81275,82512,-2.0,-24.0,0.0
23577,81276,82016,-2.0,-12.0,0.0
23578,81278,82685,7.0,19.0,1.0
23579,81279,82115,5.0,-15.0,0.0
23580,81281,82812,13.0,-4.0,0.0
23581,81284,82802,30.0,-10.0,0.0
23582,81285,81848,-15.0,-6.0,0.0
23583,81286,82533,-3.0,-11.0,0.0
23584,81287,82192,25.0,-1.0,0.0
23585,81288,82588,-10.0,-11.0,0.0
23586,81289,82960,6.0,8.0,1.0
23587,81290,82129,6.0,-1.0,0.0
23588,81292,81903,13.0,-12.0,0.0
23589,81294,82230,-17.0,-4.0,0.0
23590,81295,82378,9.0,-14.0,0.0
23591,81297,81918,-1.0,-23.0,0.0
23592,81302,82888,21.0,-17.0,0.0
23593,81303,82051,2.0,-10.0,0.0
23594,81304,82597,-30.0,-9.0,0.0
23595,81308,82078,-7.0,-8.0,0.0
23596,81310,81929,-4.0,-16.0,0.0
23597,81313,82375,6.0,-14.0,0.0
23598,81314,82994,-3.0,-4.0,0.0
23599,81315,82075,6.0,-8.0,0.0
23600,81316,82088,-1.0,-11.0,0.0
23601,81318,82788,2.0,7.0,1.0
23602,81319,82612,-3.0,-10.0,0.0
23603,81321,83010,-11.0,-5.0,0.0
23604,81322,81638,4.0,10.0,1.0
23605,81323,82100,2.0,-13.0,0.0
23606,81325,82181,-1.0,26.0,1.0
23607,81326,82777,3.0,-14.0,0.0
23608,81329,82871,11.0,-3.0,0.0
23609,81330,82126,-2.0,-7.0,0.0
23610,81332,81830,19.0,17.0,1.0
23611,81335,81833,21.0,2.0,1.0
23612,81336,82573,21.0,-5.0,0.0
23613,81338,82575,-7.0,-1.0,0.0
23614,81339,82884,-4.0,-6.0,0.0
23615,81340,82150,25.0,24.0,1.0
23616,81341,82631,-5.0,-32.0,0.0
23617,81342,82182,3.0,-15.0,0.0
23618,81344,81958,-9.0,-34.0,0.0
23619,81345,81624,-13.0,7.0,1.0
23620,81346,82160,-12.0,-30.0,0.0
23621,81347,82828,-11.0,-4.0,0.0
23622,81348,81967,18.0,1.0,1.0
23623,81349,82668,9.0,-7.0,0.0
23624,81350,81732,-3.0,-14.0,0.0
23625,81351,82774,6.0,6.0,1.0
23626,81352,82621,19.0,-19.0,0.0
23627,81353,82775,7.0,5.0,1.0
23628,81354,82690,27.0,-1.0,0.0
23629,81356,82596,-12.0,-19.0,0.0
23630,81357,82046,9.0,-4.0,0.0
23631,81359,82247,16.0,12.0,1.0
23632,81360,82689,-4.0,4.0,1.0
23633,81361,82654,-2.0,8.0,1.0
23634,81363,81997,-1.0,14.0,1.0
23635,81366,82611,-1.0,3.0,1.0
23636,81367,82715,16.0,2.0,1.0
23637,81368,82590,12.0,-4.0,0.0
23638,81369,82792,4.0,-9.0,0.0
23639,81372,82729,-12.0,-5.0,0.0
23640,81373,82748,14.0,-3.0,0.0
23641,81374,82618,11.0,1.0,1.0
23642,81375,82731,1.0,10.0,1.0
23643,81376,82605,10.0,-12.0,0.0
23644,81377,82313,8.0,14.0,1.0
23645,81378,82623,-14.0,-26.0,0.0
23646,81381,82797,16.0,1.0,1.0
23647,81383,82136,10.0,-26.0,0.0
23648,81384,82753,11.0,12.0,1.0
23649,81385,82755,9.0,3.0,1.0
23650,81386,82756,26.0,10.0,1.0
23651,81388,82012,-3.0,-10.0,0.0
23652,81389,82762,8.0,8.0,1.0
23653,81390,82632,13.0,5.0,1.0
23654,81391,82633,7.0,13.0,1.0
23655,81392,82764,-5.0,-14.0,0.0
23656,81393,82592,1.0,-9.0,0.0
23657,81395,82710,-2.0,6.0,1.0
23658,81396,82773,8.0,-3.0,0.0
23659,81397,82358,-36.0,-15.0,0.0
23660,81398,82383,-12.0,3.0,1.0
23661,81401,82648,-3.0,8.0,1.0
23662,81402,82778,10.0,-15.0,0.0
23663,81405,82424,-15.0,-7.0,0.0
23664,81406,82420,2.0,-8.0,0.0
23665,81407,82799,-14.0,-12.0,0.0
23666,81408,82724,10.0,-1.0,0.0
23667,81409,82746,18.0,-3.0,0.0
23668,81410,82649,-4.0,-12.0,0.0
23669,81415,82587,2.0,39.0,1.0
23670,81417,82223,-3.0,-19.0,0.0
23671,81418,82325,4.0,4.0,1.0
23672,81419,82589,14.0,2.0,1.0
23673,81420,82657,-14.0,-17.0,0.0
23674,81422,82391,2.0,-8.0,0.0
23675,81423,82661,-3.0,8.0,1.0
23676,81424,82840,9.0,-16.0,0.0
23677,81425,82048,-24.0,-20.0,0.0
23678,81427,82769,1.0,-6.0,0.0
23679,81428,82328,-11.0,-9.0,0.0
23680,81430,82329,-6.0,-24.0,0.0
23681,81431,82559,9.0,-11.0,0.0
23682,81433,82469,7.0,-7.0,0.0
23683,81436,82714,3.0,-1.0,0.0
23684,81439,82859,-8.0,8.0,1.0
23685,81440,82634,6.0,-3.0,0.0
23686,81443,82059,-6.0,-8.0,0.0
23687,81444,82732,11.0,-2.0,0.0
23688,81449,81758,-7.0,-16.0,0.0
23689,81451,82686,-16.0,-16.0,0.0
23690,81452,82687,-23.0,-15.0,0.0
23691,81454,82637,-2.0,-30.0,0.0
23692,81455,82386,-12.0,-1.0,0.0
23693,81456,82625,5.0,-2.0,0.0
23694,81457,82598,-9.0,-10.0,0.0
23695,81458,82691,-3.0,-10.0,0.0
23696,81461,82392,7.0,-1.0,0.0
23697,81463,82771,11.0,-3.0,0.0
23698,81466,82601,5.0,1.0,1.0
23699,81467,82232,3.0,-7.0,0.0
23700,81470,82993,-7.0,-1.0,0.0
23701,81471,82257,-4.0,7.0,1.0
23702,81472,82872,-6.0,-27.0,0.0
23703,81475,82837,-5.0,-14.0,0.0
23704,81476,82702,9.0,10.0,1.0
23705,81479,81662,17.0,-19.0,0.0
23706,81482,82712,19.0,9.0,1.0
23707,81484,82791,8.0,-17.0,0.0
23708,81486,82560,6.0,-5.0,0.0
23709,81493,82721,-8.0,-7.0,0.0
23710,81494,82723,-12.0,-11.0,0.0
23711,81495,82332,-2.0,-12.0,0.0
23712,81496,82643,33.0,6.0,1.0
23713,81497,82726,7.0,8.0,1.0
23714,81498,82022,4.0,7.0,1.0
23715,81501,82818,10.0,-16.0,0.0
23716,81505,82613,-12.0,13.0,1.0
23717,81506,82617,33.0,3.0,1.0
23718,81507,82878,-6.0,-10.0,0.0
23719,81508,82734,11.0,7.0,1.0
23720,81514,82738,-3.0,-21.0,0.0
23721,81518,82271,-10.0,-20.0,0.0
23722,81521,81948,-13.0,-8.0,0.0
23723,81526,82825,9.0,3.0,1.0
23724,81528,82804,8.0,-13.0,0.0
23725,81529,82629,38.0,20.0,1.0
23726,81530,82630,3.0,11.0,1.0
23727,81535,82157,15.0,-7.0,0.0
23728,81537,82761,-13.0,-31.0,0.0
23729,81539,82847,13.0,-2.0,0.0
23730,81540,82763,9.0,24.0,1.0
23731,81545,82584,14.0,6.0,1.0
23732,81547,82638,10.0,-11.0,0.0
23733,81552,82609,-15.0,4.0,1.0
23734,81553,82636,5.0,-6.0,0.0
23735,81556,82870,-12.0,1.0,1.0
23736,81561,82869,16.0,-10.0,0.0
23737,81562,82824,5.0,-15.0,0.0
23738,81563,82800,26.0,22.0,1.0
23739,81568,81962,20.0,-9.0,0.0
23740,81569,83075,28.0,-11.0,0.0
23741,81574,82813,-14.0,7.0,1.0
23742,81577,82811,-18.0,-16.0,0.0
23743,81578,83060,9.0,2.0,1.0
23744,81583,82250,3.0,-1.0,0.0
23745,81585,82713,4.0,-12.0,0.0
23746,81590,82646,13.0,-2.0,0.0
23747,81591,82465,1.0,9.0,1.0
23748,81594,82677,-2.0,-9.0,0.0
23749,81595,82983,16.0,-3.0,0.0
23750,81597,83061,-3.0,-20.0,0.0
23751,81599,82524,7.0,9.0,1.0
23752,81600,83011,-12.0,-29.0,0.0
23753,81601,82120,7.0,1.0,1.0
23754,81602,82263,-3.0,-22.0,0.0
23755,81619,82224,-11.0,19.0,1.0
23756,81625,82244,17.0,5.0,1.0
23757,81631,83065,-4.0,-9.0,0.0
23758,81632,82696,4.0,-6.0,0.0
23759,81635,83003,5.0,11.0,1.0
23760,81644,83203,9.0,-4.0,0.0
23761,81646,82795,-10.0,-14.0,0.0
23762,81650,82579,-16.0,-31.0,0.0
23763,81652,82767,-20.0,-6.0,0.0
23764,81665,82496,-14.0,7.0,1.0
23765,81666,82674,21.0,10.0,1.0
23766,81667,82974,-2.0,-5.0,0.0
23767,81670,82042,-4.0,4.0,1.0
23768,81679,82708,-18.0,-30.0,0.0
23769,81680,82610,36.0,25.0,1.0
23770,81687,81822,5.0,-3.0,0.0
23771,81689,82742,11.0,-17.0,0.0
23772,81692,82510,2.0,-4.0,0.0
23773,81693,81827,24.0,6.0,1.0
23774,81696,82432,7.0,-5.0,0.0
23775,81697,82497,13.0,-3.0,0.0
23776,81703,82607,4.0,-14.0,0.0
23777,81708,82958,-15.0,3.0,1.0
23778,81710,83015,35.0,21.0,1.0
23779,81711,83018,16.0,5.0,1.0
23780,81712,82793,-8.0,-5.0,0.0
23781,81714,82970,5.0,-9.0,0.0
23782,81715,82950,12.0,5.0,1.0
23783,81720,82219,5.0,22.0,1.0
23784,81721,82532,8.0,6.0,1.0
23785,81725,82922,9.0,-7.0,0.0
23786,81729,82961,3.0,1.0,1.0
23787,81737,82357,1.0,10.0,1.0
23788,81748,82624,4.0,-4.0,0.0
23789,81752,82675,9.0,-10.0,0.0
23790,81753,82188,-10.0,-5.0,0.0
23791,81773,82865,1.0,19.0,1.0
23792,81793,82815,-1.0,-18.0,0.0
23793,81794,82608,-6.0,-13.0,0.0
23794,81800,82969,12.0,-10.0,0.0
23795,81804,82716,4.0,1.0,1.0
23796,81810,82934,18.0,22.0,1.0
23797,81814,82935,8.0,9.0,1.0
23798,81819,82528,-1.0,-8.0,0.0
23799,81823,83073,27.0,2.0,1.0
23800,81831,82298,15.0,-21.0,0.0
23801,81837,82678,14.0,-4.0,0.0
23802,81840,83039,4.0,13.0,1.0
23803,81844,82846,-11.0,-8.0,0.0
23804,81845,82826,15.0,12.0,1.0
23805,81850,82487,-10.0,3.0,1.0
23806,81852,82949,19.0,3.0,1.0
23807,81854,82851,-28.0,-14.0,0.0
23808,81862,82449,29.0,5.0,1.0
23809,81871,82816,9.0,-30.0,0.0
23810,81877,82517,-2.0,-12.0,0.0
23811,81885,82489,2.0,-22.0,0.0
23812,81889,82359,6.0,-11.0,0.0
23813,81894,82887,-5.0,3.0,1.0
23814,81898,82669,-10.0,-7.0,0.0
23815,81905,83103,-15.0,6.0,1.0
23816,81916,82443,-2.0,7.0,1.0
23817,81920,82547,31.0,16.0,1.0
23818,81921,82476,-25.0,-11.0,0.0
23819,81926,82810,22.0,3.0,1.0
23820,81927,82555,31.0,-6.0,0.0
23821,81928,82538,4.0,-16.0,0.0
23822,81950,82801,3.0,-13.0,0.0
23823,81954,82982,22.0,-10.0,0.0
23824,81956,83042,15.0,5.0,1.0
23825,81969,82622,11.0,-20.0,0.0
23826,81981,82814,11.0,-6.0,0.0
23827,81985,82839,-12.0,-17.0,0.0
23828,81995,82615,-6.0,-2.0,0.0
23829,82017,82655,-24.0,-17.0,0.0
23830,82020,82722,-15.0,-14.0,0.0
23831,82021,82725,-5.0,-13.0,0.0
23832,82024,82760,-2.0,-17.0,0.0
23833,82025,82770,-38.0,-4.0,0.0
23834,82038,82635,-20.0,-23.0,0.0
23835,82068,82645,7.0,-18.0,0.0
23836,82098,82411,-14.0,-9.0,0.0
23837,82103,82876,-6.0,-26.0,0.0
23838,82104,82719,33.0,7.0,1.0
23839,82109,82641,-27.0,-15.0,0.0
23840,82113,82642,-7.0,-23.0,0.0
23841,82114,82957,-9.0,9.0,1.0
23842,82116,82735,2.0,-16.0,0.0
23843,82119,82658,-1.0,9.0,1.0
23844,82128,82736,14.0,2.0,1.0
23845,82139,82745,18.0,5.0,1.0
23846,82165,82972,12.0,4.0,1.0
23847,82171,82863,19.0,-11.0,0.0
23848,82174,82886,33.0,-1.0,0.0
23849,82189,82858,-9.0,-5.0,0.0
23850,82209,82856,14.0,-8.0,0.0
23851,82218,82955,-12.0,-12.0,0.0
23852,82248,82783,-24.0,-25.0,0.0
23853,82278,82509,-2.0,-23.0,0.0
23854,82280,82743,27.0,-9.0,0.0
23855,82334,82998,-4.0,1.0,1.0
23856,82395,82530,3.0,-9.0,0.0
23857,80998,82829,-1.0,-31.0,0.0
23858,81182,82830,1.0,-5.0,0.0
23859,80942,82831,-22.0,-26.0,0.0
23860,81126,82832,-9.0,-20.0,0.0
23861,82552,82833,-1.0,-32.0,0.0
23862,80325,82834,-16.0,-6.0,0.0
23863,80922,82835,-15.0,17.0,1.0
23864,81162,82838,-8.0,-14.0,0.0
23865,80727,82845,-14.0,3.0,1.0
23866,79340,82892,2.0,-8.0,0.0
23867,81140,82902,-13.0,-14.0,0.0
23868,80189,82903,2.0,-15.0,0.0
23869,80603,82920,10.0,-22.0,0.0
23870,81822,82938,3.0,-34.0,0.0
23871,79261,82940,2.0,-9.0,0.0
23872,80970,82945,5.0,2.0,1.0
23873,81411,82954,1.0,-5.0,0.0
23874,81877,82977,-2.0,-16.0,0.0
23875,82187,82978,13.0,2.0,1.0
23876,80749,82986,15.0,-1.0,0.0
23877,82691,82987,10.0,9.0,1.0
23878,81465,82991,-11.0,-45.0,0.0
23879,81187,83025,16.0,-6.0,0.0
23880,81444,83026,11.0,-3.0,0.0
23881,81288,83030,-10.0,4.0,1.0
23882,82005,83036,-6.0,-26.0,0.0
23883,81219,83046,11.0,6.0,1.0
23884,82686,83057,16.0,1.0,1.0
23885,82607,83069,14.0,14.0,1.0
23886,81098,83071,4.0,5.0,1.0
23887,82731,83091,-10.0,-32.0,0.0
23888,82881,83092,-8.0,-3.0,0.0
23889,81698,83094,16.0,-15.0,0.0
23890,82576,83095,-3.0,-5.0,0.0
23891,82634,83098,3.0,-19.0,0.0
23892,81673,83099,4.0,3.0,1.0
23893,80736,83112,-6.0,-12.0,0.0
23894,81662,83114,19.0,-12.0,0.0
23895,81190,83119,27.0,1.0,1.0
23896,82947,83123,20.0,2.0,1.0
23897,80737,83132,-17.0,17.0,1.0
23898,82972,83139,-4.0,-13.0,0.0
23899,80683,83180,-5.0,-2.0,0.0
23900,80626,83226,-9.0,-19.0,0.0
23901,82469,83229,7.0,9.0,1.0
23902,80841,83231,-5.0,-2.0,0.0
23903,83310,83899,10.0,3.0,1.0
23904,83364,83972,-8.0,18.0,1.0
23905,83383,84466,8.0,-13.0,0.0
23906,83510,85918,8.0,-7.0,0.0
23907,83516,84042,19.0,15.0,1.0
23908,83576,84493,1.0,-13.0,0.0
23909,83650,84186,-6.0,-22.0,0.0
23910,83662,84205,13.0,-21.0,0.0
23911,83678,84902,-27.0,-9.0,0.0
23912,83682,83891,14.0,-7.0,0.0
23913,83684,84075,-1.0,14.0,1.0
23914,83688,84224,1.0,3.0,1.0
23915,83716,84345,16.0,19.0,1.0
23916,83725,84271,-28.0,-22.0,0.0
23917,83739,84463,7.0,-17.0,0.0
23918,83757,84405,-7.0,-28.0,0.0
23919,83772,86577,2.0,-6.0,0.0
23920,83773,86166,8.0,-8.0,0.0
23921,83780,84659,-2.0,-14.0,0.0
23922,83787,85006,27.0,31.0,1.0
23923,83816,86570,18.0,5.0,1.0
23924,83820,87221,9.0,23.0,1.0
23925,83827,83957,19.0,18.0,1.0
23926,83828,86907,-5.0,-12.0,0.0
23927,83852,84397,14.0,22.0,1.0
23928,83865,87314,-13.0,-11.0,0.0
23929,83866,84440,28.0,16.0,1.0
23930,83868,87290,-12.0,3.0,1.0
23931,83871,87299,3.0,14.0,1.0
23932,83872,87300,-13.0,-1.0,0.0
23933,83875,84615,16.0,-20.0,0.0
23934,83880,86006,16.0,20.0,1.0
23935,83890,87280,1.0,5.0,1.0
23936,83897,86360,-1.0,-1.0,0.0
23937,83900,85924,-13.0,-16.0,0.0
23938,83910,86373,14.0,5.0,1.0
23939,83913,86694,-8.0,-5.0,0.0
23940,83914,86378,-10.0,-26.0,0.0
23941,83915,84588,22.0,-10.0,0.0
23942,83920,86019,-1.0,-17.0,0.0
23943,83921,86427,-11.0,7.0,1.0
23944,83925,87348,-7.0,-15.0,0.0
23945,83929,86571,-3.0,-7.0,0.0
23946,83931,84359,10.0,-6.0,0.0
23947,83938,87267,-9.0,-8.0,0.0
23948,83939,85261,-20.0,-4.0,0.0
23949,83940,84261,9.0,-8.0,0.0
23950,83945,87444,-4.0,-27.0,0.0
23951,83947,86580,8.0,2.0,1.0
23952,83953,86446,5.0,-21.0,0.0
23953,83954,85165,12.0,7.0,1.0
23954,83964,87077,13.0,16.0,1.0
23955,83971,87081,-3.0,17.0,1.0
23956,83980,86288,3.0,-18.0,0.0
23957,83981,87438,9.0,-21.0,0.0
23958,83993,84392,6.0,1.0,1.0
23959,84001,86544,-17.0,6.0,1.0
23960,84005,86484,-8.0,-10.0,0.0
23961,84014,86170,8.0,-11.0,0.0
23962,84019,86521,-1.0,1.0,1.0
23963,84020,87421,5.0,-1.0,0.0
23964,84035,86520,6.0,14.0,1.0
23965,84038,86523,-20.0,14.0,1.0
23966,84043,86209,6.0,-14.0,0.0
23967,84045,86527,15.0,20.0,1.0
23968,84047,84899,-9.0,-32.0,0.0
23969,84049,86529,-9.0,-5.0,0.0
23970,84090,84451,26.0,-23.0,0.0
23971,84096,87337,2.0,-6.0,0.0
23972,84111,86205,-15.0,-6.0,0.0
23973,84120,86652,-5.0,-13.0,0.0
23974,84123,85967,-22.0,-11.0,0.0
23975,84127,87668,-4.0,2.0,1.0
23976,84132,86010,-11.0,14.0,1.0
23977,84133,86234,15.0,-2.0,0.0
23978,84155,84692,2.0,-16.0,0.0
23979,84212,84674,-3.0,-45.0,0.0
